   W           E          ReE0+           ImE0+           ReE0-           ImE0-           ReM0+           ImM0+           ReM0-           ImM0-           ReE1+           ImE1+           ReE1-           ImE1-           ReM1+           ImM1+           ReM1-           ImM1-           ReE2+           ImE2+           ReE2-           ImE2-           ReM2+           ImM2+           ReM2-           ImM2-           ReE3+           ImE3+           ReE3-           ImE3-           ReM3+           ImM3+           ReM3-           ImM3-           ReE4+           ImE4+           ReE4-           ImE4-           ReM4+           ImM4+           ReM4-           ImM4-           ReE5+           ImE5+           ReE5-           ImE5-           ReM5+           ImM5+           ReM5-           ImM5-                
  1975.000  1609.486    0.118902E+00   -0.233811E+01    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00   -0.528498E-01   -0.309372E+00    0.000000E+00    0.000000E+00   -0.392690E+00    0.105899E+00    0.296855E+00    0.609135E+00   -0.372957E-01   -0.101239E+00   -0.948177E+00   -0.981906E+00    0.129937E+00    0.181682E+00    0.250993E+00   -0.101890E+00   -0.469324E-01    0.993687E-02    0.139445E-01   -0.114803E+00    0.327225E-01    0.144900E-01    0.146638E+00   -0.404735E-01    0.249768E-01   -0.581233E-01    0.301907E-02    0.260791E-02    0.910055E-01    0.548339E-01    0.389442E-01   -0.592220E-03    0.000000E+00    0.000000E+00   -0.572926E-02   -0.428850E-03    0.000000E+00    0.000000E+00    0.844019E-03   -0.546227E-03
  1980.000  1620.024    0.114572E+00   -0.229598E+01    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00   -0.612306E-01   -0.301690E+00    0.000000E+00    0.000000E+00   -0.376142E+00    0.740968E-01    0.295645E+00    0.598963E+00   -0.368189E-01   -0.997280E-01   -0.942609E+00   -0.973177E+00    0.134603E+00    0.176906E+00    0.250433E+00   -0.960929E-01   -0.472549E-01    0.101396E-01    0.835291E-02   -0.114829E+00    0.349059E-01    0.138442E-01    0.147168E+00   -0.402501E-01    0.277624E-01   -0.589568E-01    0.341879E-02    0.311812E-02    0.927942E-01    0.578490E-01    0.420526E-01   -0.678035E-03    0.000000E+00    0.000000E+00   -0.646442E-02   -0.450427E-03    0.000000E+00    0.000000E+00    0.148349E-02   -0.595856E-03
  1985.000  1630.588    0.110890E+00   -0.225425E+01    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00   -0.698524E-01   -0.294495E+00    0.000000E+00    0.000000E+00   -0.357709E+00    0.422533E-01    0.294327E+00    0.588880E+00   -0.363900E-01   -0.981993E-01   -0.936895E+00   -0.964442E+00    0.139365E+00    0.172169E+00    0.249767E+00   -0.904200E-01   -0.475557E-01    0.103477E-01    0.282424E-02   -0.114836E+00    0.370432E-01    0.131973E-01    0.147651E+00   -0.400254E-01    0.305254E-01   -0.595782E-01    0.373612E-02    0.362085E-02    0.944909E-01    0.608586E-01    0.451291E-01   -0.775785E-03    0.000000E+00    0.000000E+00   -0.719868E-02   -0.471618E-03    0.000000E+00    0.000000E+00    0.211062E-02   -0.647249E-03
  1990.000  1641.179    0.107828E+00   -0.221291E+01    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00   -0.786214E-01   -0.287791E+00    0.000000E+00    0.000000E+00   -0.337595E+00    0.106397E-01    0.292908E+00    0.578893E+00   -0.360065E-01   -0.966605E-01   -0.931041E+00   -0.955708E+00    0.144210E+00    0.167486E+00    0.248998E+00   -0.848735E-01   -0.478360E-01    0.105617E-01   -0.263911E-02   -0.114824E+00    0.391337E-01    0.125498E-01    0.148090E+00   -0.397993E-01    0.332444E-01   -0.599959E-01    0.397006E-02    0.411146E-02    0.960973E-01    0.638448E-01    0.481703E-01   -0.886663E-03    0.000000E+00    0.000000E+00   -0.793155E-02   -0.492367E-03    0.000000E+00    0.000000E+00    0.272547E-02   -0.700346E-03
  1995.000  1651.797    0.105355E+00   -0.217196E+01    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00   -0.874529E-01   -0.281567E+00    0.000000E+00    0.000000E+00   -0.316022E+00   -0.205229E-01    0.291390E+00    0.569012E+00   -0.356650E-01   -0.951180E-01   -0.925055E+00   -0.946980E+00    0.149127E+00    0.162873E+00    0.248130E+00   -0.794550E-01   -0.480965E-01    0.107822E-01   -0.803486E-02   -0.114791E+00    0.411766E-01    0.119021E-01    0.148484E+00   -0.395716E-01    0.359004E-01   -0.602202E-01    0.412002E-02    0.458481E-02    0.976171E-01    0.667916E-01    0.511728E-01   -0.101190E-02    0.000000E+00    0.000000E+00   -0.866255E-02   -0.512619E-03    0.000000E+00    0.000000E+00    0.332810E-02   -0.755073E-03
  2000.000  1662.442    0.103442E+00   -0.213138E+01    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00   -0.962722E-01   -0.275807E+00    0.000000E+00    0.000000E+00   -0.293215E+00   -0.510590E-01    0.289779E+00    0.559245E+00   -0.353617E-01   -0.935772E-01   -0.918943E+00   -0.938263E+00    0.154100E+00    0.158342E+00    0.247168E+00   -0.741658E-01   -0.483385E-01    0.110100E-01   -0.133609E-01   -0.114738E+00    0.431714E-01    0.112549E-01    0.148834E+00   -0.393424E-01    0.384771E-01   -0.602631E-01    0.418591E-02    0.503540E-02    0.990548E-01    0.696845E-01    0.541334E-01   -0.115273E-02    0.000000E+00    0.000000E+00   -0.939123E-02   -0.532323E-03    0.000000E+00    0.000000E+00    0.391861E-02   -0.811351E-03
  2005.000  1673.113    0.102058E+00   -0.209118E+01    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00   -0.105015E+00   -0.270485E+00    0.000000E+00    0.000000E+00   -0.269396E+00   -0.808341E-01    0.288079E+00    0.549598E+00   -0.350929E-01   -0.920427E-01   -0.912710E+00   -0.929564E+00    0.159115E+00    0.153904E+00    0.246115E+00   -0.690069E-01   -0.485630E-01    0.112455E-01   -0.186152E-01   -0.114664E+00    0.451174E-01    0.106085E-01    0.149141E+00   -0.391115E-01    0.409607E-01   -0.601377E-01    0.416829E-02    0.545728E-02    0.100416E+00    0.725108E-01    0.570493E-01   -0.131040E-02    0.000000E+00    0.000000E+00   -0.101171E-01   -0.551424E-03    0.000000E+00    0.000000E+00    0.449717E-02   -0.869085E-03
  2010.000  1683.811    0.101174E+00   -0.205135E+01    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00   -0.113625E+00   -0.265573E+00    0.000000E+00    0.000000E+00   -0.244780E+00   -0.109749E+00    0.286293E+00    0.540079E+00   -0.348544E-01   -0.905180E-01   -0.906363E+00   -0.920886E+00    0.164157E+00    0.149564E+00    0.244975E+00   -0.639789E-01   -0.487713E-01    0.114894E-01   -0.237959E-01   -0.114570E+00    0.470142E-01    0.996354E-02    0.149406E+00   -0.388788E-01    0.433400E-01   -0.598577E-01    0.406838E-02    0.584420E-02    0.101707E+00    0.752599E-01    0.599177E-01   -0.148613E-02    0.000000E+00    0.000000E+00   -0.108399E-01   -0.569872E-03    0.000000E+00    0.000000E+00    0.506392E-02   -0.928174E-03
  2015.000  1694.535    0.100761E+00   -0.201188E+01    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00   -0.122058E+00   -0.261039E+00    0.000000E+00    0.000000E+00   -0.219569E+00   -0.137735E+00    0.284427E+00    0.530694E+00   -0.346425E-01   -0.890063E-01   -0.899909E+00   -0.912234E+00    0.169213E+00    0.145329E+00    0.243752E+00   -0.590823E-01   -0.489648E-01    0.117422E-01   -0.289013E-01   -0.114453E+00    0.488613E-01    0.932034E-02    0.149628E+00   -0.386443E-01    0.456061E-01   -0.594370E-01    0.388822E-02    0.618965E-02    0.102934E+00    0.779224E-01    0.627363E-01   -0.168103E-02    0.000000E+00    0.000000E+00   -0.115590E-01   -0.587617E-03    0.000000E+00    0.000000E+00    0.561909E-02   -0.988503E-03
  2020.000  1705.287    0.100789E+00   -0.197277E+01    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00   -0.130276E+00   -0.256849E+00    0.000000E+00    0.000000E+00   -0.193954E+00   -0.164748E+00    0.282484E+00    0.521449E+00   -0.344534E-01   -0.875097E-01   -0.893351E+00   -0.903612E+00    0.174267E+00    0.141201E+00    0.242449E+00   -0.543172E-01   -0.491450E-01    0.120045E-01   -0.339297E-01   -0.114316E+00    0.506585E-01    0.867935E-02    0.149809E+00   -0.384078E-01    0.477523E-01   -0.588898E-01    0.363075E-02    0.648692E-02    0.104104E+00    0.804910E-01    0.655029E-01   -0.189616E-02    0.000000E+00    0.000000E+00   -0.122741E-01   -0.604610E-03    0.000000E+00    0.000000E+00    0.616286E-02   -0.104995E-02
  2025.000  1716.064    0.101230E+00   -0.193402E+01    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00   -0.138249E+00   -0.252970E+00    0.000000E+00    0.000000E+00   -0.168107E+00   -0.190764E+00    0.280468E+00    0.512350E+00   -0.342836E-01   -0.860302E-01   -0.886696E+00   -0.895024E+00    0.179308E+00    0.137183E+00    0.241070E+00   -0.496836E-01   -0.493134E-01    0.122768E-01   -0.388796E-01   -0.114157E+00    0.524056E-01    0.804101E-02    0.149949E+00   -0.381695E-01    0.497737E-01   -0.582295E-01    0.329987E-02    0.672930E-02    0.105222E+00    0.829594E-01    0.682155E-01   -0.213241E-02    0.000000E+00    0.000000E+00   -0.129848E-01   -0.620804E-03    0.000000E+00    0.000000E+00    0.669549E-02   -0.111238E-02
  2030.000  1726.869    0.102056E+00   -0.189562E+01    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00   -0.145953E+00   -0.249370E+00    0.000000E+00    0.000000E+00   -0.142188E+00   -0.215778E+00    0.278382E+00    0.503401E+00   -0.341299E-01   -0.845689E-01   -0.879949E+00   -0.886475E+00    0.184323E+00    0.133276E+00    0.239619E+00   -0.451810E-01   -0.494719E-01    0.125596E-01   -0.437497E-01   -0.113976E+00    0.541022E-01    0.740572E-02    0.150049E+00   -0.379292E-01    0.516674E-01   -0.574693E-01    0.290052E-02    0.691018E-02    0.106296E+00    0.853228E-01    0.708725E-01   -0.239048E-02    0.000000E+00    0.000000E+00   -0.136908E-01   -0.636153E-03    0.000000E+00    0.000000E+00    0.721722E-02   -0.117565E-02
  2035.000  1737.700    0.103238E+00   -0.185756E+01    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00   -0.153372E+00   -0.246018E+00    0.000000E+00    0.000000E+00   -0.116338E+00   -0.239794E+00    0.276229E+00    0.494608E+00   -0.339892E-01   -0.831268E-01   -0.873115E+00   -0.877967E+00    0.189301E+00    0.129478E+00    0.238099E+00   -0.408090E-01   -0.496223E-01    0.128530E-01   -0.485387E-01   -0.113773E+00    0.557483E-01    0.677388E-02    0.150111E+00   -0.376869E-01    0.534318E-01   -0.566217E-01    0.243873E-02    0.702321E-02    0.107330E+00    0.875775E-01    0.734726E-01   -0.267083E-02    0.000000E+00    0.000000E+00   -0.143916E-01   -0.650615E-03    0.000000E+00    0.000000E+00    0.772830E-02   -0.123959E-02
  2040.000  1748.558    0.104750E+00   -0.181985E+01    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00   -0.160491E+00   -0.242885E+00    0.000000E+00    0.000000E+00   -0.906870E-01   -0.262830E+00    0.274013E+00    0.485973E+00   -0.338589E-01   -0.817046E-01   -0.866199E+00   -0.869504E+00    0.194233E+00    0.125789E+00    0.236513E+00   -0.365670E-01   -0.497667E-01    0.131575E-01   -0.532454E-01   -0.113548E+00    0.573439E-01    0.614589E-02    0.150133E+00   -0.374425E-01    0.550667E-01   -0.556985E-01    0.192159E-02    0.706256E-02    0.108330E+00    0.897209E-01    0.760144E-01   -0.297365E-02    0.000000E+00    0.000000E+00   -0.150871E-01   -0.664148E-03    0.000000E+00    0.000000E+00    0.822899E-02   -0.130406E-02
  2045.000  1759.442    0.106564E+00   -0.178249E+01    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00   -0.167302E+00   -0.239941E+00    0.000000E+00    0.000000E+00   -0.653467E-01   -0.284909E+00    0.271737E+00    0.477501E+00   -0.337366E-01   -0.803026E-01   -0.859206E+00   -0.861089E+00    0.199108E+00    0.122207E+00    0.234865E+00   -0.324541E-01   -0.499072E-01    0.134729E-01   -0.578687E-01   -0.113301E+00    0.588890E-01    0.552213E-02    0.150118E+00   -0.371962E-01    0.565730E-01   -0.547106E-01    0.135726E-02    0.702304E-02    0.109300E+00    0.917512E-01    0.784970E-01   -0.329881E-02    0.000000E+00    0.000000E+00   -0.157767E-01   -0.676712E-03    0.000000E+00    0.000000E+00    0.871956E-02   -0.136886E-02
  2050.000  1770.353    0.108655E+00   -0.174547E+01    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00   -0.173801E+00   -0.237164E+00    0.000000E+00    0.000000E+00   -0.404175E-01   -0.306059E+00    0.269403E+00    0.469193E+00   -0.336200E-01   -0.789209E-01   -0.852140E+00   -0.852725E+00    0.203919E+00    0.118730E+00    0.233157E+00   -0.284693E-01   -0.500462E-01    0.137994E-01   -0.624078E-01   -0.113032E+00    0.603835E-01    0.490299E-02    0.150066E+00   -0.369478E-01    0.579525E-01   -0.536680E-01    0.754844E-03    0.690038E-02    0.110245E+00    0.936671E-01    0.809194E-01   -0.364581E-02    0.000000E+00    0.000000E+00   -0.164602E-01   -0.688271E-03    0.000000E+00    0.000000E+00    0.920029E-02   -0.143382E-02
  2055.000  1781.291    0.110997E+00   -0.170879E+01    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00   -0.179984E+00   -0.234528E+00    0.000000E+00    0.000000E+00   -0.159871E-01   -0.326314E+00    0.267014E+00    0.461054E+00   -0.335074E-01   -0.775597E-01   -0.845005E+00   -0.844414E+00    0.208658E+00    0.115354E+00    0.231393E+00   -0.246114E-01   -0.501862E-01    0.141365E-01   -0.668618E-01   -0.112741E+00    0.618277E-01    0.428887E-02    0.149977E+00   -0.366974E-01    0.592075E-01   -0.525800E-01    0.124333E-03    0.669140E-02    0.111168E+00    0.954684E-01    0.832809E-01   -0.401377E-02    0.000000E+00    0.000000E+00   -0.171374E-01   -0.698791E-03    0.000000E+00    0.000000E+00    0.967143E-02   -0.149875E-02
  2060.000  1792.255    0.113564E+00   -0.167245E+01    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00   -0.185853E+00   -0.232012E+00    0.000000E+00    0.000000E+00    0.786807E-02   -0.345708E+00    0.264573E+00    0.453083E+00   -0.333970E-01   -0.762187E-01   -0.837807E+00   -0.836159E+00    0.213318E+00    0.112078E+00    0.229575E+00   -0.208792E-01   -0.503298E-01    0.144836E-01   -0.712299E-01   -0.112427E+00    0.632216E-01    0.368016E-02    0.149853E+00   -0.364449E-01    0.603413E-01   -0.514552E-01   -0.523629E-03    0.639420E-02    0.112073E+00    0.971548E-01    0.855805E-01   -0.440142E-02    0.000000E+00    0.000000E+00   -0.178079E-01   -0.708240E-03    0.000000E+00    0.000000E+00    0.101332E-01   -0.156344E-02
  2065.000  1803.246    0.116333E+00   -0.163645E+01    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00   -0.191408E+00   -0.229599E+00    0.000000E+00    0.000000E+00    0.310821E-01   -0.364279E+00    0.262082E+00    0.445284E+00   -0.332874E-01   -0.748980E-01   -0.830548E+00   -0.827962E+00    0.217895E+00    0.108897E+00    0.227708E+00   -0.172713E-01   -0.504798E-01    0.148400E-01   -0.755116E-01   -0.112092E+00    0.645655E-01    0.307724E-02    0.149694E+00   -0.361905E-01    0.613573E-01   -0.503011E-01   -0.117793E-02    0.600832E-02    0.112961E+00    0.987270E-01    0.878174E-01   -0.480708E-02    0.000000E+00    0.000000E+00   -0.184715E-01   -0.716588E-03    0.000000E+00    0.000000E+00    0.105860E-01   -0.162768E-02
  2070.000  1814.264    0.119276E+00   -0.160078E+01    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00   -0.196653E+00   -0.227269E+00    0.000000E+00    0.000000E+00    0.535983E-01   -0.382062E+00    0.259545E+00    0.437656E+00   -0.331773E-01   -0.735971E-01   -0.823234E+00   -0.819826E+00    0.222381E+00    0.105808E+00    0.225792E+00   -0.137862E-01   -0.506388E-01    0.152045E-01   -0.797061E-01   -0.111735E+00    0.658595E-01    0.248053E-02    0.149501E+00   -0.359340E-01    0.622596E-01   -0.491247E-01   -0.182727E-02    0.553484E-02    0.113834E+00    0.100186E+00    0.899905E-01   -0.522869E-02    0.000000E+00    0.000000E+00   -0.191279E-01   -0.723811E-03    0.000000E+00    0.000000E+00    0.110299E-01   -0.169125E-02
  2075.000  1825.308    0.122370E+00   -0.156547E+01    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00   -0.201594E+00   -0.225008E+00    0.000000E+00    0.000000E+00    0.753683E-01   -0.399095E+00    0.256963E+00    0.430202E+00   -0.330657E-01   -0.723159E-01   -0.815868E+00   -0.811752E+00    0.226775E+00    0.102810E+00    0.223832E+00   -0.104223E-01   -0.508098E-01    0.155753E-01   -0.838132E-01   -0.111356E+00    0.671040E-01    0.189043E-02    0.149274E+00   -0.356755E-01    0.630521E-01   -0.479322E-01   -0.246042E-02    0.497644E-02    0.114695E+00    0.101532E+00    0.920985E-01   -0.566384E-02    0.000000E+00    0.000000E+00   -0.197768E-01   -0.729885E-03    0.000000E+00    0.000000E+00    0.114652E-01   -0.175395E-02
  2080.000  1836.379    0.125595E+00   -0.153049E+01    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00   -0.206236E+00   -0.222803E+00    0.000000E+00    0.000000E+00    0.963516E-01   -0.415414E+00    0.254339E+00    0.422920E+00   -0.329516E-01   -0.710540E-01   -0.808454E+00   -0.803742E+00    0.231070E+00    0.998971E-01    0.221830E+00   -0.717783E-02   -0.509956E-01    0.159505E-01   -0.878325E-01   -0.110955E+00    0.682992E-01    0.130733E-02    0.149015E+00   -0.354151E-01    0.637393E-01   -0.467290E-01   -0.306652E-02    0.433739E-02    0.115545E+00    0.102766E+00    0.941398E-01   -0.610981E-02    0.000000E+00    0.000000E+00   -0.204181E-01   -0.734790E-03    0.000000E+00    0.000000E+00    0.118921E-01   -0.181554E-02
  2085.000  1847.476    0.128933E+00   -0.149587E+01    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00   -0.210585E+00   -0.220641E+00    0.000000E+00    0.000000E+00    0.116514E+00   -0.431054E+00    0.251676E+00    0.415812E+00   -0.328342E-01   -0.698111E-01   -0.800995E+00   -0.795797E+00    0.235264E+00    0.970677E-01    0.219788E+00   -0.405115E-02   -0.511989E-01    0.163275E-01   -0.917636E-01   -0.110532E+00    0.694453E-01    0.731653E-03    0.148724E+00   -0.351527E-01    0.643255E-01   -0.455202E-01   -0.363542E-02    0.362348E-02    0.116383E+00    0.103891E+00    0.961125E-01   -0.656367E-02    0.000000E+00    0.000000E+00   -0.210516E-01   -0.738510E-03    0.000000E+00    0.000000E+00    0.123108E-01   -0.187579E-02
  2090.000  1858.600    0.132364E+00   -0.146159E+01    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00   -0.214650E+00   -0.218512E+00    0.000000E+00    0.000000E+00    0.135827E+00   -0.446049E+00    0.248976E+00    0.408878E+00   -0.327130E-01   -0.685869E-01   -0.793496E+00   -0.787921E+00    0.239354E+00    0.943182E-01    0.217709E+00   -0.104039E-02   -0.514223E-01    0.167033E-01   -0.956063E-01   -0.110088E+00    0.705427E-01    0.163795E-03    0.148402E+00   -0.348884E-01    0.648153E-01   -0.443100E-01   -0.415788E-02    0.284188E-02    0.117211E+00    0.104908E+00    0.980144E-01   -0.702230E-02    0.000000E+00    0.000000E+00   -0.216769E-01   -0.741033E-03    0.000000E+00    0.000000E+00    0.127215E-01   -0.193448E-02
  2095.000  1869.751    0.135864E+00   -0.142765E+01    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00   -0.218437E+00   -0.216405E+00    0.000000E+00    0.000000E+00    0.154268E+00   -0.460432E+00    0.246242E+00    0.402116E+00   -0.325873E-01   -0.673810E-01   -0.785959E+00   -0.780113E+00    0.243338E+00    0.916457E-01    0.215595E+00    0.185636E-02   -0.516680E-01    0.170744E-01   -0.993607E-01   -0.109623E+00    0.715916E-01   -0.395850E-03    0.148049E+00   -0.346223E-01    0.652131E-01   -0.431025E-01   -0.462589E-02    0.200094E-02    0.118028E+00    0.105817E+00    0.998428E-01   -0.748252E-02    0.000000E+00    0.000000E+00   -0.222940E-01   -0.742348E-03    0.000000E+00    0.000000E+00    0.131243E-01   -0.199138E-02
  2100.000  1880.929    0.139413E+00   -0.139407E+01    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00   -0.221956E+00   -0.214314E+00    0.000000E+00    0.000000E+00    0.171821E+00   -0.474235E+00    0.243475E+00    0.395527E+00   -0.324567E-01   -0.661932E-01   -0.778388E+00   -0.772376E+00    0.247213E+00    0.890473E-01    0.213450E+00    0.464103E-02   -0.519378E-01    0.174366E-01   -0.103026E+00   -0.109137E+00    0.725923E-01   -0.946904E-03    0.147667E+00   -0.343544E-01    0.655233E-01   -0.419008E-01   -0.503278E-02    0.110993E-02    0.118835E+00    0.106622E+00    0.101594E+00   -0.794116E-02    0.000000E+00    0.000000E+00   -0.229027E-01   -0.742450E-03    0.000000E+00    0.000000E+00    0.135195E-01   -0.204625E-02
  2105.000  1892.133    0.142993E+00   -0.136084E+01    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00   -0.225213E+00   -0.212232E+00    0.000000E+00    0.000000E+00    0.188471E+00   -0.487486E+00    0.240677E+00    0.389109E+00   -0.323209E-01   -0.650231E-01   -0.770787E+00   -0.764712E+00    0.250977E+00    0.865201E-01    0.211274E+00    0.731562E-02   -0.522331E-01    0.177854E-01   -0.106604E+00   -0.108631E+00    0.735451E-01   -0.148901E-02    0.147255E+00   -0.340847E-01    0.657504E-01   -0.407081E-01   -0.537344E-02    0.178809E-03    0.119630E+00    0.107323E+00    0.103266E+00   -0.839512E-02    0.000000E+00    0.000000E+00   -0.235028E-01   -0.741337E-03    0.000000E+00    0.000000E+00    0.139070E-01   -0.209888E-02
  2110.000  1903.364    0.146589E+00   -0.132797E+01    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00   -0.228217E+00   -0.210153E+00    0.000000E+00    0.000000E+00    0.204209E+00   -0.500214E+00    0.237852E+00    0.382861E+00   -0.321796E-01   -0.638704E-01   -0.763157E+00   -0.757120E+00    0.254631E+00    0.840615E-01    0.209071E+00    0.988217E-02   -0.525544E-01    0.181158E-01   -0.110093E+00   -0.108103E+00    0.744502E-01   -0.202186E-02    0.146816E+00   -0.338132E-01    0.658987E-01   -0.395269E-01   -0.564430E-02   -0.782106E-03    0.120413E+00    0.107922E+00    0.104854E+00   -0.884150E-02    0.000000E+00    0.000000E+00   -0.240941E-01   -0.739012E-03    0.000000E+00    0.000000E+00    0.142871E-01   -0.214904E-02
  2115.000  1914.621    0.150187E+00   -0.129546E+01    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00   -0.230976E+00   -0.208071E+00    0.000000E+00    0.000000E+00    0.219028E+00   -0.512444E+00    0.235002E+00    0.376783E+00   -0.320326E-01   -0.627348E-01   -0.755502E+00   -0.749604E+00    0.258171E+00    0.816689E-01    0.206842E+00    0.123427E-01   -0.529017E-01    0.184226E-01   -0.113494E+00   -0.107556E+00    0.753077E-01   -0.254517E-02    0.146349E+00   -0.335401E-01    0.659723E-01   -0.383593E-01   -0.584340E-02   -0.176242E-02    0.121184E+00    0.108421E+00    0.106353E+00   -0.927762E-02    0.000000E+00    0.000000E+00   -0.246765E-01   -0.735478E-03    0.000000E+00    0.000000E+00    0.146596E-01   -0.219652E-02
  2120.000  1925.905    0.153774E+00   -0.126331E+01    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00   -0.233499E+00   -0.205982E+00    0.000000E+00    0.000000E+00    0.232925E+00   -0.524202E+00    0.232127E+00    0.370873E+00   -0.318798E-01   -0.616159E-01   -0.747825E+00   -0.742164E+00    0.261598E+00    0.793398E-01    0.204590E+00    0.146994E-01   -0.532738E-01    0.187003E-01   -0.116807E+00   -0.106989E+00    0.761180E-01   -0.305872E-02    0.145855E+00   -0.332654E-01    0.659754E-01   -0.372075E-01   -0.597027E-02   -0.275195E-02    0.121940E+00    0.108822E+00    0.107761E+00   -0.970110E-02    0.000000E+00    0.000000E+00   -0.252499E-01   -0.730747E-03    0.000000E+00    0.000000E+00    0.150248E-01   -0.224112E-02
  2125.000  1937.216    0.157334E+00   -0.123152E+01    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00   -0.235793E+00   -0.203884E+00    0.000000E+00    0.000000E+00    0.245900E+00   -0.535511E+00    0.229231E+00    0.365129E+00   -0.317210E-01   -0.605136E-01   -0.740128E+00   -0.734802E+00    0.264911E+00    0.770718E-01    0.202316E+00    0.169544E-01   -0.536688E-01    0.189434E-01   -0.120032E+00   -0.106402E+00    0.768813E-01   -0.356237E-02    0.145336E+00   -0.329891E-01    0.659119E-01   -0.360729E-01   -0.602588E-02   -0.374094E-02    0.122681E+00    0.109126E+00    0.109071E+00   -0.101099E-01    0.000000E+00    0.000000E+00   -0.258141E-01   -0.724832E-03    0.000000E+00    0.000000E+00    0.153827E-01   -0.228264E-02
  2130.000  1948.553    0.160854E+00   -0.120010E+01    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00   -0.237867E+00   -0.201772E+00    0.000000E+00    0.000000E+00    0.257953E+00   -0.546392E+00    0.226315E+00    0.359549E+00   -0.315562E-01   -0.594276E-01   -0.732412E+00   -0.727522E+00    0.268109E+00    0.748628E-01    0.200023E+00    0.191097E-01   -0.540836E-01    0.191469E-01   -0.123170E+00   -0.105795E+00    0.775977E-01   -0.405604E-02    0.144791E+00   -0.327113E-01    0.657856E-01   -0.349570E-01   -0.601243E-02   -0.472029E-02    0.123405E+00    0.109335E+00    0.110279E+00   -0.105022E-01    0.000000E+00    0.000000E+00   -0.263691E-01   -0.717749E-03    0.000000E+00    0.000000E+00    0.157331E-01   -0.232091E-02
  2135.000  1959.917    0.164320E+00   -0.116905E+01    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00   -0.239728E+00   -0.199645E+00    0.000000E+00    0.000000E+00    0.269089E+00   -0.556867E+00    0.223381E+00    0.354131E+00   -0.313854E-01   -0.583576E-01   -0.724679E+00   -0.720326E+00    0.271192E+00    0.727104E-01    0.197713E+00    0.211676E-01   -0.545141E-01    0.193059E-01   -0.126222E+00   -0.105170E+00    0.782674E-01   -0.453974E-02    0.144221E+00   -0.324321E-01    0.656004E-01   -0.338610E-01   -0.593322E-02   -0.568173E-02    0.124111E+00    0.109450E+00    0.111382E+00   -0.108768E-01    0.000000E+00    0.000000E+00   -0.269147E-01   -0.709522E-03    0.000000E+00    0.000000E+00    0.160761E-01   -0.235576E-02
