#############################################################################################################
# Bonn-Gatchina 2018 eta photoproduction solutions | DATABASE: www.data.pwatuzla.com
# Reaction: gama p --> eta p
# Published: Tiator, L., Gorchtein, M., Kashevarov, V.L. et al. Eur. Phys. J. A (2018) 54: 210. 
#############################################################################################################
   W             ReE0+                ImE0+              ReE0-               ImE0-               ReM0+               ImM0+               ReM0-               ImM0-               ReE1+               ImE1+               ReE1-              ImE1-                ReM1+               ImM1+               ReM1-               ImM1-               ReE2+               ImE2+               ReE2-              ImE2-                ReM2+               ImM2+               ReM2-               ImM2-                ReE3+              ImE3+               ReE3-               ImE3-               ReM3+               ImM3+               ReM3-               ImM3-               ReE4+               ImE4+              ReE4-                ImE4-                ReM4+               ImM4+              ReM4-               ImM4-               ReE5+               ImE5+               ReE5-               ImE5-               ReM5+               ImM5+               ReM5-               ImM5-               ReE6+               ImE6+               ReE6-               ImE6-               ReM6+               ImM6+               ReM6-               ImM6-               ReE7+               ImE7+               ReE7-               ImE7-               ReM7+               ImM7+               ReM7-               ImM7-                        
  2015.00      0.11310828E+01     -0.12090324E+01      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.44200895E+00     -0.37514526E+00      0.00000000E+00      0.00000000E+00     -0.67319998E+00     -0.51990947E+00     -0.52187324E+00      0.77802294E+00     -0.23068534E-02     -0.19891482E+00     -0.13659385E-01      0.12744546E+00      0.55120312E-01     -0.14830180E+00      0.42363924E+00     -0.13677357E+00     -0.31906489E-01     -0.96780675E-01      0.23579387E+00     -0.11109546E+00     -0.97347364E-01     -0.11757315E+00      0.81256746E-01     -0.19139817E+00     -0.60130015E-04     -0.78630594E-02     -0.46998776E-01     -0.80586778E-01      0.22504933E-01      0.17538713E-01     -0.67269886E-01     -0.12071447E+00      0.53724411E-03     -0.50900951E-02      0.24918585E-02     -0.43743842E-02     -0.11114465E-01     -0.44264678E-03     -0.91536833E-02     -0.11237959E-01      0.32584159E-04     -0.29935205E-02     -0.82019729E-03     -0.20072595E-02     -0.34215076E-02      0.40876738E-02     -0.40986152E-02     -0.41169019E-02     -0.11095211E-03     -0.15568690E-02      0.95925785E-04     -0.61961693E-03     -0.16679765E-02      0.32539131E-02     -0.16606381E-03     -0.25476675E-02
  2020.00      0.11148062E+01     -0.11940005E+01      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.44734870E+00     -0.36659496E+00      0.00000000E+00      0.00000000E+00     -0.65812550E+00     -0.51902540E+00     -0.54986811E+00      0.78030123E+00      0.54611301E-03     -0.19843639E+00     -0.35037469E-01      0.11401692E+00      0.59126502E-01     -0.14665633E+00      0.41753530E+00     -0.13071077E+00     -0.30509962E-01     -0.98450473E-01      0.23861228E+00     -0.11217375E+00     -0.95354716E-01     -0.11973640E+00      0.83860743E-01     -0.19169827E+00     -0.11203356E-03     -0.78691178E-02     -0.46129956E-01     -0.82319291E-01      0.22888025E-01      0.18194093E-01     -0.66596285E-01     -0.12497187E+00      0.54632474E-03     -0.51043166E-02      0.25838396E-02     -0.44642660E-02     -0.11122079E-01     -0.49434498E-03     -0.91606248E-02     -0.11440948E-01      0.40902157E-04     -0.30210759E-02     -0.84016301E-03     -0.20622359E-02     -0.34696119E-02      0.40639581E-02     -0.42223606E-02     -0.41725543E-02     -0.10733984E-03     -0.15811505E-02      0.97353312E-04     -0.63659303E-03     -0.17606055E-02      0.32638021E-02     -0.23774719E-03     -0.25542079E-02
  2025.00      0.10989332E+01     -0.11784817E+01      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.45219977E+00     -0.35801126E+00      0.00000000E+00      0.00000000E+00     -0.64295648E+00     -0.51793587E+00     -0.57851245E+00      0.78065171E+00      0.33433966E-02     -0.19785003E+00     -0.55508246E-01      0.99450589E-01      0.62910190E-01     -0.14482902E+00      0.41155919E+00     -0.12484575E+00     -0.29031985E-01     -0.10007011E+00      0.24157045E+00     -0.11313670E+00     -0.93193258E-01     -0.12180066E+00      0.86588206E-01     -0.19184623E+00     -0.16543755E-03     -0.78761372E-02     -0.45160160E-01     -0.84027538E-01      0.23254778E-01      0.18861749E-01     -0.65718673E-01     -0.12930757E+00      0.55489150E-03     -0.51176973E-02      0.26781001E-02     -0.45536853E-02     -0.11125677E-01     -0.54098266E-03     -0.91594628E-02     -0.11643497E-01      0.49222272E-04     -0.30480617E-02     -0.86014586E-03     -0.21178676E-02     -0.35146463E-02      0.40393964E-02     -0.43449413E-02     -0.42297991E-02     -0.10360905E-03     -0.16052443E-02      0.98815890E-04     -0.65379110E-03     -0.18534239E-02      0.32721747E-02     -0.31042583E-03     -0.25608566E-02
  2030.00      0.10833600E+01     -0.11625310E+01      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.45668186E+00     -0.34941536E+00      0.00000000E+00      0.00000000E+00     -0.62776142E+00     -0.51669087E+00     -0.60765773E+00      0.77892040E+00      0.60799925E-02     -0.19716019E+00     -0.74937115E-01      0.83784096E-01      0.66459973E-01     -0.14283714E+00      0.40571790E+00     -0.11915361E+00     -0.27474540E-01     -0.10163391E+00      0.24465731E+00     -0.11397473E+00     -0.90866200E-01     -0.12375229E+00      0.89426167E-01     -0.19184377E+00     -0.22028995E-03     -0.78842014E-02     -0.44086550E-01     -0.85703918E-01      0.23604630E-01      0.19541002E-01     -0.64621748E-01     -0.13370988E+00      0.56292950E-03     -0.51302654E-02      0.27746229E-02     -0.46425619E-02     -0.11125377E-01     -0.58240312E-03     -0.91500785E-02     -0.11845369E-01      0.57531789E-04     -0.30744743E-02     -0.88013094E-03     -0.21741376E-02     -0.35565122E-02      0.40140609E-02     -0.44661878E-02     -0.42886508E-02     -0.99764074E-04     -0.16291391E-02      0.10031541E-03     -0.67120691E-03     -0.19463235E-02      0.32790174E-02     -0.38401257E-03     -0.25676548E-02
  2035.00      0.10679972E+01     -0.11461957E+01      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.46079990E+00     -0.34082511E+00      0.00000000E+00      0.00000000E+00     -0.61255816E+00     -0.51527155E+00     -0.63713533E+00      0.77494647E+00      0.87521163E-02     -0.19637225E+00     -0.93279851E-01      0.67068959E-01      0.69771802E-01     -0.14070057E+00      0.40001218E+00     -0.11360958E+00     -0.25840138E-01     -0.10313636E+00      0.24786401E+00     -0.11467130E+00     -0.88378276E-01     -0.12557771E+00      0.92365811E-01     -0.19167585E+00     -0.27653989E-03     -0.78933762E-02     -0.42907776E-01     -0.87340522E-01      0.23937071E-01      0.20231254E-01     -0.63292100E-01     -0.13816541E+00      0.57042862E-03     -0.51420473E-02      0.28734046E-02     -0.47308348E-02     -0.11121366E-01     -0.61845117E-03     -0.91324380E-02     -0.12046333E-01      0.65823361E-04     -0.31003146E-02     -0.90010575E-03     -0.22310411E-02     -0.35951549E-02      0.39880456E-02     -0.45859954E-02     -0.43491102E-02     -0.95808827E-04     -0.16528318E-02      0.10185434E-03     -0.68884090E-03     -0.20392363E-02      0.32843425E-02     -0.45845784E-03     -0.25746376E-02
  2040.00      0.10527662E+01     -0.11295324E+01      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.46456677E+00     -0.33225950E+00      0.00000000E+00      0.00000000E+00     -0.59736730E+00     -0.51366773E+00     -0.66674549E+00      0.76857274E+00      0.11356666E-01     -0.19549189E+00     -0.11048656E+00      0.49363696E-01      0.72843890E-01     -0.13843876E+00      0.39444023E+00     -0.10818949E+00     -0.24132078E-01     -0.10457201E+00      0.25118042E+00     -0.11521273E+00     -0.85737133E-01     -0.12726288E+00      0.95397335E-01     -0.19133011E+00     -0.33412605E-03     -0.79037497E-02     -0.41623324E-01     -0.88928869E-01      0.24251416E-01      0.20931910E-01     -0.61717457E-01     -0.14265863E+00      0.57738063E-03     -0.51530826E-02      0.29744332E-02     -0.48184321E-02     -0.11113932E-01     -0.64893230E-03     -0.91066144E-02     -0.12246112E-01      0.74088672E-04     -0.31255890E-02     -0.92005391E-03     -0.22885632E-02     -0.36305962E-02      0.39614712E-02     -0.47043097E-02     -0.44111554E-02     -0.91745526E-04     -0.16763174E-02      0.10343628E-03     -0.70668924E-03     -0.21321295E-02      0.32881789E-02     -0.53373712E-03     -0.25818281E-02
  2045.00      0.10376033E+01     -0.11125983E+01      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.46799746E+00     -0.32373163E+00      0.00000000E+00      0.00000000E+00     -0.58221229E+00     -0.51187192E+00     -0.69624886E+00      0.75965230E+00      0.13890370E-01     -0.19452439E+00     -0.12650668E+00      0.30718040E-01      0.75672454E-01     -0.13607037E+00      0.38899792E+00     -0.10287098E+00     -0.22353867E-01     -0.10593561E+00      0.25459357E+00     -0.11558454E+00     -0.82950120E-01     -0.12879481E+00      0.98507862E-01     -0.19079429E+00     -0.39299203E-03     -0.79153871E-02     -0.40232974E-01     -0.90459952E-01      0.24547172E-01      0.21642314E-01     -0.59885372E-01     -0.14717191E+00      0.58377191E-03     -0.51633952E-02      0.30776944E-02     -0.49052867E-02     -0.11103264E-01     -0.67369821E-03     -0.90725602E-02     -0.12444482E-01      0.82315169E-04     -0.31502932E-02     -0.93996088E-03     -0.23466945E-02     -0.36627741E-02      0.39344286E-02     -0.48209963E-02     -0.44747928E-02     -0.87579169E-04     -0.16995867E-02      0.10508405E-03     -0.72481621E-03     -0.22249153E-02      0.32905285E-02     -0.60978164E-03     -0.25892640E-02
  2050.00      0.10224530E+01     -0.10954518E+01      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.47110067E+00     -0.31525515E+00      0.00000000E+00      0.00000000E+00     -0.56711238E+00     -0.50987618E+00     -0.72535946E+00      0.74805980E+00      0.16350988E-01     -0.19347625E+00     -0.14128892E+00      0.11199298E-01      0.78259167E-01     -0.13361720E+00      0.38367982E+00     -0.97633185E-01     -0.20509638E-01     -0.10722212E+00      0.25808914E+00     -0.11577365E+00     -0.80026318E-01     -0.13016101E+00      0.10168365E+00     -0.19005669E+00     -0.45307682E-03     -0.79283534E-02     -0.38738378E-01     -0.91924700E-01      0.24823950E-01      0.22361697E-01     -0.57786507E-01     -0.15168618E+00      0.58959673E-03     -0.51730189E-02      0.31831636E-02     -0.49913251E-02     -0.11089508E-01     -0.69264468E-03     -0.90302378E-02     -0.12641177E-01      0.90497374E-04     -0.31744328E-02     -0.95981363E-03     -0.24054192E-02     -0.36916205E-02      0.39069982E-02     -0.49359265E-02     -0.45400055E-02     -0.83310801E-04     -0.17226360E-02      0.10674032E-03     -0.74302385E-03     -0.23175124E-02      0.32913986E-02     -0.68650119E-03     -0.25970515E-02
  2055.00      0.10072728E+01     -0.10781499E+01      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.47389381E+00     -0.30684062E+00      0.00000000E+00      0.00000000E+00     -0.55209217E+00     -0.50768163E+00     -0.75375650E+00      0.73369334E+00      0.18736758E-01     -0.19235280E+00     -0.15478655E+00     -0.91247888E-02      0.80606415E-01     -0.13109606E+00      0.37847704E+00     -0.92456163E-01     -0.18604003E-01     -0.10842687E+00      0.26165136E+00     -0.11576919E+00     -0.76976685E-01     -0.13134927E+00      0.10490892E+00     -0.18910831E+00     -0.51431516E-03     -0.79427210E-02     -0.37141539E-01     -0.93313665E-01      0.25081139E-01      0.23089477E-01     -0.55412118E-01     -0.15618014E+00      0.59484475E-03     -0.51819857E-02      0.32908275E-02     -0.50764847E-02     -0.11072994E-01     -0.70558798E-03     -0.89797447E-02     -0.12835949E-01      0.98622908E-04     -0.31980090E-02     -0.97959553E-03     -0.24647274E-02     -0.37171702E-02      0.38793086E-02     -0.50490452E-02     -0.46067763E-02     -0.78946092E-04     -0.17454588E-02      0.10846924E-03     -0.76150621E-03     -0.24098858E-02      0.32908201E-02     -0.76391036E-03     -0.26050788E-02
  2060.00      0.99202710E+00     -0.10607529E+01      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.47639031E+00     -0.29849749E+00      0.00000000E+00      0.00000000E+00     -0.53717207E+00     -0.50528906E+00     -0.78107051E+00      0.71649318E+00      0.21046369E-01     -0.19115767E+00     -0.16695010E+00     -0.30182624E-01      0.82722341E-01     -0.12851826E+00      0.37337974E+00     -0.87322312E-01     -0.16642029E-01     -0.10954550E+00      0.26526297E+00     -0.11556169E+00     -0.73813104E-01     -0.13234860E+00      0.10816691E+00     -0.18794137E+00     -0.57664175E-03     -0.79585494E-02     -0.35444982E-01     -0.94616746E-01      0.25318336E-01      0.23824928E-01     -0.52754114E-01     -0.16062977E+00      0.59950344E-03     -0.51903188E-02      0.34006601E-02     -0.51606968E-02     -0.11053917E-01     -0.71240485E-03     -0.89210409E-02     -0.13028577E-01      0.10667671E-03     -0.32210153E-02     -0.99929172E-03     -0.25246065E-02     -0.37393626E-02      0.38514513E-02     -0.51601976E-02     -0.46751121E-02     -0.74495302E-04     -0.17680458E-02      0.11025507E-03     -0.78019801E-03     -0.25019357E-02      0.32887934E-02     -0.84190156E-03     -0.26134546E-02
  2065.00      0.97669137E+00     -0.10433140E+01      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.47860358E+00     -0.29023358E+00      0.00000000E+00      0.00000000E+00     -0.52237191E+00     -0.50270193E+00     -0.80689442E+00      0.69645338E+00      0.23278530E-01     -0.18989790E+00     -0.17773506E+00     -0.51896697E-01      0.84608391E-01     -0.12590555E+00      0.36837633E+00     -0.82215836E-01     -0.14629230E-01     -0.11057407E+00      0.26890560E+00     -0.11514366E+00     -0.70548659E-01     -0.13314899E+00      0.11143977E+00     -0.18654995E+00     -0.63998866E-03     -0.79758977E-02     -0.33653731E-01     -0.95824800E-01      0.25535169E-01      0.24567285E-01     -0.49809432E-01     -0.16501130E+00      0.60356738E-03     -0.51980526E-02      0.35126315E-02     -0.52438922E-02     -0.11032490E-01     -0.71299474E-03     -0.88541541E-02     -0.13218800E-01      0.11465198E-03     -0.32434562E-02     -0.10188879E-02     -0.25850403E-02     -0.37581692E-02      0.38235213E-02     -0.52692774E-02     -0.47449865E-02     -0.69956333E-04     -0.17903885E-02      0.11210052E-03     -0.79909587E-03     -0.25935949E-02      0.32853344E-02     -0.92041582E-03     -0.26222077E-02
  2070.00      0.96124812E+00     -0.10258878E+01      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.48054770E+00     -0.28205665E+00      0.00000000E+00      0.00000000E+00     -0.50771259E+00     -0.49992659E+00     -0.83078899E+00      0.67363649E+00      0.25433036E-01     -0.18857923E+00     -0.18709952E+00     -0.74184691E-01      0.86268876E-01     -0.12327207E+00      0.36345148E+00     -0.77121803E-01     -0.12571343E-01     -0.11150938E+00      0.27256046E+00     -0.11450993E+00     -0.67198915E-01     -0.13374073E+00      0.11470820E+00     -0.18493001E+00     -0.70428052E-03     -0.79948350E-02     -0.31773267E-01     -0.96928633E-01      0.25730558E-01      0.25316433E-01     -0.46576373E-01     -0.16929927E+00      0.60696132E-03     -0.52051320E-02      0.36267429E-02     -0.53260325E-02     -0.11009279E-01     -0.70692728E-03     -0.87789427E-02     -0.13406714E-01      0.12245455E-03     -0.32652309E-02     -0.10383532E-02     -0.26460397E-02     -0.37735838E-02      0.37957056E-02     -0.53759363E-02     -0.48166269E-02     -0.65393795E-04     -0.18124095E-02      0.11402950E-03     -0.81822723E-03     -0.26846327E-02      0.32803780E-02     -0.99922880E-03     -0.26314614E-02
  2075.00      0.94567033E+00     -0.10085031E+01      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.48222733E+00     -0.27396254E+00      0.00000000E+00      0.00000000E+00     -0.49320161E+00     -0.49696975E+00     -0.85209681E+00      0.64827909E+00      0.27479729E-01     -0.18719542E+00     -0.19501149E+00     -0.96953934E-01      0.87553909E-01     -0.12064788E+00      0.35860238E+00     -0.72034832E-01     -0.10475989E-01     -0.11234662E+00      0.27620599E+00     -0.11365557E+00     -0.63770874E-01     -0.13412185E+00      0.11795677E+00     -0.18307999E+00     -0.76948579E-03     -0.80153473E-02     -0.29810841E-01     -0.97918705E-01      0.25909225E-01      0.26067213E-01     -0.43056542E-01     -0.17346435E+00      0.61028301E-03     -0.52123625E-02      0.37427775E-02     -0.54068728E-02     -0.10982589E-01     -0.69653857E-03     -0.86979197E-02     -0.13589003E-01      0.13079336E-03     -0.32872716E-02     -0.10578034E-02     -0.27074067E-02     -0.37861132E-02      0.37676224E-02     -0.54827865E-02     -0.48877462E-02     -0.60306894E-04     -0.18347609E-02      0.11588761E-03     -0.83735067E-03     -0.27767993E-02      0.32748577E-02     -0.10800746E-02     -0.26403514E-02
  2080.00      0.92998417E+00     -0.99124457E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.48366923E+00     -0.26597400E+00      0.00000000E+00      0.00000000E+00     -0.47887095E+00     -0.49384112E+00     -0.86951004E+00      0.62128373E+00      0.29271071E-01     -0.18573061E+00     -0.20177321E+00     -0.11983865E+00      0.87472732E-01     -0.11814682E+00      0.35380714E+00     -0.66941848E-01     -0.83469755E-02     -0.11308696E+00      0.27982555E+00     -0.11258289E+00     -0.60295916E-01     -0.13427606E+00      0.12115903E+00     -0.18100012E+00     -0.83546020E-03     -0.80375994E-02     -0.27773469E-01     -0.98787807E-01      0.26061396E-01      0.26827150E-01     -0.39253206E-01     -0.17748464E+00      0.61236772E-03     -0.52182823E-02      0.38610414E-02     -0.54866858E-02     -0.10956203E-01     -0.67715284E-03     -0.86062575E-02     -0.13771335E-01      0.13827999E-03     -0.33077919E-02     -0.10769769E-02     -0.27694743E-02     -0.37946301E-02      0.37402488E-02     -0.55844075E-02     -0.49626774E-02     -0.55670901E-04     -0.18561683E-02      0.11797964E-03     -0.85692219E-03     -0.28664432E-02      0.32669048E-02     -0.11593862E-02     -0.26506391E-02
  2085.00      0.91416836E+00     -0.97412766E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.48487451E+00     -0.25808234E+00      0.00000000E+00      0.00000000E+00     -0.46472415E+00     -0.49055082E+00     -0.88633073E+00      0.59029775E+00      0.31453370E-01     -0.18431799E+00     -0.20787803E+00     -0.14220893E+00      0.90185218E-01     -0.11537109E+00      0.34909600E+00     -0.61866621E-01     -0.61930663E-02     -0.11372637E+00      0.28339680E+00     -0.11129114E+00     -0.56780439E-01     -0.13420663E+00      0.12430034E+00     -0.17869325E+00     -0.90217539E-03     -0.80615565E-02     -0.25671020E-01     -0.99527640E-01      0.26193405E-01      0.27589658E-01     -0.35174931E-01     -0.18132928E+00      0.61402576E-03     -0.52239718E-02      0.39812545E-02     -0.55651712E-02     -0.10927922E-01     -0.65190406E-03     -0.85074986E-02     -0.13949305E-01      0.14587185E-03     -0.33280506E-02     -0.10960318E-02     -0.28319808E-02     -0.37999380E-02      0.37130840E-02     -0.56844517E-02     -0.50383211E-02     -0.50807523E-04     -0.18775219E-02      0.12009963E-03     -0.87661965E-03     -0.29560650E-02      0.32579921E-02     -0.12396181E-02     -0.26609888E-02
  2090.00      0.89823178E+00     -0.95719431E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.48585629E+00     -0.25029274E+00      0.00000000E+00      0.00000000E+00     -0.45077590E+00     -0.48711039E+00     -0.89770010E+00      0.55892457E+00      0.33264065E-01     -0.18280543E+00     -0.20948134E+00     -0.16745413E+00      0.90839461E-01     -0.11282005E+00      0.34425153E+00     -0.56678741E-01     -0.40206243E-02     -0.11426443E+00      0.28690101E+00     -0.10978437E+00     -0.53243790E-01     -0.13390961E+00      0.12736076E+00     -0.17616394E+00     -0.96954700E-03     -0.80872871E-02     -0.23513352E-01     -0.10013186E+00      0.26303578E-01      0.28355234E-01     -0.30832315E-01     -0.18497260E+00      0.61509239E-03     -0.52292585E-02      0.41034356E-02     -0.56423209E-02     -0.10898572E-01     -0.62004823E-03     -0.84011147E-02     -0.14123494E-01      0.15336692E-03     -0.33478052E-02     -0.11149186E-02     -0.28949626E-02     -0.38019379E-02      0.36863722E-02     -0.57821355E-02     -0.51152449E-02     -0.45858021E-04     -0.18986392E-02      0.12229447E-03     -0.89650340E-03     -0.30451181E-02      0.32478193E-02     -0.13201720E-02     -0.26719368E-02
  2095.00      0.88217278E+00     -0.94048212E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.48662396E+00     -0.24260759E+00      0.00000000E+00      0.00000000E+00     -0.43703669E+00     -0.48353211E+00     -0.90517081E+00      0.52638934E+00      0.35028188E-01     -0.18126186E+00     -0.21156440E+00     -0.19096966E+00      0.91504784E-01     -0.11028392E+00      0.33951118E+00     -0.51533410E-01     -0.18364714E-02     -0.11469924E+00      0.29031902E+00     -0.10806795E+00     -0.49702993E-01     -0.13338044E+00      0.13032189E+00     -0.17341935E+00     -0.10374989E-02     -0.81148198E-02     -0.21311425E-01     -0.10059455E+00      0.26391808E-01      0.29123020E-01     -0.26239245E-01     -0.18838799E+00      0.61555557E-03     -0.52341571E-02      0.42275323E-02     -0.57180703E-02     -0.10868314E-01     -0.58155168E-03     -0.82870551E-02     -0.14293719E-01      0.16074478E-03     -0.33670431E-02     -0.11336233E-02     -0.29584024E-02     -0.38005431E-02      0.36601880E-02     -0.58772486E-02     -0.51934546E-02     -0.40833990E-04     -0.19195037E-02      0.12456932E-03     -0.91657473E-03     -0.31334623E-02      0.32363739E-02     -0.14009552E-02     -0.26834016E-02
  2100.00      0.86600747E+00     -0.92401987E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.48718793E+00     -0.23502870E+00      0.00000000E+00      0.00000000E+00     -0.42351542E+00     -0.47982823E+00     -0.90941583E+00      0.49149744E+00      0.36716469E-01     -0.17968682E+00     -0.21186743E+00     -0.21469220E+00      0.91999161E-01     -0.10779918E+00      0.33474153E+00     -0.46357754E-01      0.56585933E-03     -0.11500956E+00      0.29363319E+00     -0.10614993E+00     -0.45583719E-01     -0.13252503E+00      0.13316641E+00     -0.17046819E+00     -0.11059522E-02     -0.81441970E-02     -0.19077039E-01     -0.10091172E+00      0.26457834E-01      0.29892307E-01     -0.21413241E-01     -0.19155158E+00      0.61541530E-03     -0.52387043E-02      0.43535061E-02     -0.57923648E-02     -0.10837474E-01     -0.53634099E-03     -0.81654955E-02     -0.14459733E-01      0.16799736E-03     -0.33857720E-02     -0.11521316E-02     -0.30222850E-02     -0.37958150E-02      0.36346520E-02     -0.59697521E-02     -0.52728992E-02     -0.35739457E-04     -0.19401134E-02      0.12692966E-03     -0.93683229E-03     -0.32210754E-02      0.32236973E-02     -0.14819391E-02     -0.26954005E-02
  2105.00      0.84974835E+00     -0.90783586E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.48755731E+00     -0.22755806E+00      0.00000000E+00      0.00000000E+00     -0.41022081E+00     -0.47601248E+00     -0.90711326E+00      0.46085658E+00      0.38330037E-01     -0.17808432E+00     -0.21064064E+00     -0.23828628E+00      0.92332582E-01     -0.10537380E+00      0.32993972E+00     -0.41163415E-01      0.25387967E-02     -0.11526298E+00      0.29682675E+00     -0.10404003E+00     -0.42681053E-01     -0.13163618E+00      0.13587790E+00     -0.16732131E+00     -0.11748246E-02     -0.81754457E-02     -0.16822668E-01     -0.10108046E+00      0.26501462E-01      0.30662334E-01     -0.16374982E-01     -0.19444073E+00      0.61466678E-03     -0.52429227E-02      0.44813084E-02     -0.58651496E-02     -0.10806350E-01     -0.48436006E-03     -0.80365550E-02     -0.14621322E-01      0.17510700E-03     -0.34039901E-02     -0.11704282E-02     -0.30865941E-02     -0.37877749E-02      0.36098761E-02     -0.60595456E-02     -0.53535455E-02     -0.30582978E-04     -0.19604581E-02      0.12938193E-03     -0.95727592E-03     -0.33078895E-02      0.32098144E-02     -0.15630556E-02     -0.27079612E-02
  2110.00      0.83340807E+00     -0.89195246E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.48774085E+00     -0.22019667E+00      0.00000000E+00      0.00000000E+00     -0.39715769E+00     -0.47209856E+00     -0.90154764E+00      0.42930813E+00      0.39870344E-01     -0.17645791E+00     -0.20790284E+00     -0.26164499E+00      0.92515750E-01     -0.10301457E+00      0.32509015E+00     -0.35954811E-01      0.47162412E-02     -0.11539392E+00      0.29988485E+00     -0.10174941E+00     -0.39235019E-01     -0.13042692E+00      0.13844212E+00     -0.16399073E+00     -0.12440395E-02     -0.82086015E-02     -0.14560832E-01     -0.10109930E+00      0.26522629E-01      0.31432299E-01     -0.11147179E-01     -0.19703538E+00      0.61331507E-03     -0.52468534E-02      0.46108913E-02     -0.59363679E-02     -0.10775173E-01     -0.42560389E-03     -0.79003650E-02     -0.14778240E-01      0.18207435E-03     -0.34217083E-02     -0.11885016E-02     -0.31513112E-02     -0.37764429E-02      0.35859515E-02     -0.61465648E-02     -0.54353328E-02     -0.25365241E-04     -0.19805407E-02      0.13192945E-03     -0.97790139E-03     -0.33938663E-02      0.31947579E-02     -0.16442598E-02     -0.27211013E-02
  2115.00      0.81700353E+00     -0.87639071E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.48774442E+00     -0.21294610E+00      0.00000000E+00      0.00000000E+00     -0.38433160E+00     -0.46809942E+00     -0.89186483E+00      0.39954762E+00      0.41338632E-01     -0.17481122E+00     -0.20368380E+00     -0.28465889E+00      0.92558356E-01     -0.10072804E+00      0.32017868E+00     -0.30739302E-01      0.68780967E-02     -0.11542656E+00      0.30279311E+00     -0.99290499E-01     -0.35854193E-01     -0.12899979E+00      0.14084497E+00     -0.16049000E+00     -0.13135122E-02     -0.82436822E-02     -0.12304502E-01     -0.10096819E+00      0.26521278E-01      0.32201367E-01     -0.57555394E-02     -0.19931762E+00      0.61136132E-03     -0.52505248E-02      0.47421950E-02     -0.60059640E-02     -0.10744206E-01     -0.36006690E-03     -0.77570672E-02     -0.14930257E-01      0.18888772E-03     -0.34389312E-02     -0.12063383E-02     -0.32164158E-02     -0.37618392E-02      0.35629793E-02     -0.62307204E-02     -0.55182067E-02     -0.20038948E-04     -0.20005287E-02      0.13457721E-03     -0.99870602E-03     -0.34789518E-02      0.31785832E-02     -0.17254864E-02     -0.27348425E-02
