#############################################################################################################
# Bonn-Gatchina 2018 eta photoproduction solutions | DATABASE: www.data.pwatuzla.com
# Reaction: gama p --> eta p
# Published: Tiator, L., Gorchtein, M., Kashevarov, V.L. et al. Eur. Phys. J. A (2018) 54: 210. 
#############################################################################################################
   W             ReE0+                ImE0+              ReE0-               ImE0-               ReM0+               ImM0+               ReM0-               ImM0-               ReE1+               ImE1+               ReE1-              ImE1-                ReM1+               ImM1+               ReM1-               ImM1-               ReE2+               ImE2+               ReE2-              ImE2-                ReM2+               ImM2+               ReM2-               ImM2-                ReE3+              ImE3+               ReE3-               ImE3-               ReM3+               ImM3+               ReM3-               ImM3-               ReE4+               ImE4+              ReE4-                ImE4-                ReM4+               ImM4+              ReM4-               ImM4-               ReE5+               ImE5+               ReE5-               ImE5-               ReM5+               ImM5+               ReM5-               ImM5-               ReE6+               ImE6+               ReE6-               ImE6-               ReM6+               ImM6+               ReM6-               ImM6-               ReE7+               ImE7+               ReE7-               ImE7-               ReM7+               ImM7+               ReM7-               ImM7-                        
  1790.00      0.24297179E+01     -0.36322553E+01      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.31151272E-01     -0.45017207E+00      0.00000000E+00      0.00000000E+00     -0.14474293E+01     -0.56026860E+00     -0.35804911E-01      0.43306963E+00     -0.86371423E-01     -0.10553359E+00      0.48350635E+00     -0.55416481E+00     -0.91556057E-01      0.60407651E-01      0.42288541E+00     -0.57571540E+00     -0.30174328E-01     -0.28102225E-01      0.19767784E+00     -0.11394709E+00     -0.77025880E-01     -0.37677375E-01      0.46228627E-01     -0.16584253E+00      0.45499035E-03     -0.70236315E-02     -0.31085827E-01     -0.19740577E-01      0.10131041E-02      0.44868474E-02     -0.30106696E-01     -0.21748536E-01     -0.11141791E-03     -0.32473346E-02      0.38054406E-03     -0.81685902E-03     -0.54049882E-02      0.33766207E-02     -0.27747399E-02     -0.43497956E-02     -0.20108228E-03     -0.12732364E-02     -0.11656926E-03     -0.30949611E-03      0.40037711E-03      0.31989228E-02      0.85930303E-03     -0.26792977E-02     -0.12298317E-03     -0.43689995E-03      0.44687770E-04     -0.11084772E-03      0.11590348E-02      0.14506495E-02      0.13627739E-02     -0.18244916E-02
  1795.00      0.24480205E+01     -0.35628442E+01      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.35511846E-01     -0.45280187E+00      0.00000000E+00      0.00000000E+00     -0.14255667E+01     -0.56505536E+00     -0.54455094E-01      0.42347713E+00     -0.86868149E-01     -0.10858926E+00      0.49742175E+00     -0.54428430E+00     -0.93380219E-01      0.52582963E-01      0.42890360E+00     -0.56998372E+00     -0.30902938E-01     -0.29020180E-01      0.19826389E+00     -0.11062957E+00     -0.78216080E-01     -0.38602357E-01      0.46415105E-01     -0.16545185E+00      0.47665133E-03     -0.70867816E-02     -0.31888465E-01     -0.20592817E-01      0.13258107E-02      0.44735414E-02     -0.31085377E-01     -0.22676830E-01     -0.99158613E-04     -0.33160083E-02      0.39635507E-03     -0.87074035E-03     -0.56257272E-02      0.33381724E-02     -0.29697258E-02     -0.44330886E-02     -0.20124888E-03     -0.13164975E-02     -0.12579698E-03     -0.32977944E-03      0.32416383E-03      0.32687775E-02      0.79893208E-03     -0.27086798E-02     -0.12586865E-03     -0.45788523E-03      0.45806201E-04     -0.11653754E-03      0.11456382E-02      0.15072302E-02      0.13735185E-02     -0.18585945E-02
  1800.00      0.24664679E+01     -0.34911557E+01      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.40320747E-01     -0.45586415E+00      0.00000000E+00      0.00000000E+00     -0.14036539E+01     -0.56904530E+00     -0.70028564E-01      0.41461071E+00     -0.87255729E-01     -0.11169220E+00      0.51238493E+00     -0.53372444E+00     -0.94934785E-01      0.44710290E-01      0.43491865E+00     -0.56446950E+00     -0.31624841E-01     -0.29966473E-01      0.19876916E+00     -0.10761863E+00     -0.79410072E-01     -0.39542765E-01      0.46581249E-01     -0.16518414E+00      0.49745859E-03     -0.71466685E-02     -0.32688370E-01     -0.21465161E-01      0.16547219E-02      0.44673727E-02     -0.32072767E-01     -0.23637124E-01     -0.86465253E-04     -0.33835926E-02      0.41297705E-03     -0.92618138E-03     -0.58449932E-02      0.32947275E-02     -0.31663610E-02     -0.45190163E-02     -0.20110850E-03     -0.13598934E-02     -0.13535846E-03     -0.35085396E-03      0.24532970E-03      0.33366776E-02      0.73489029E-03     -0.27371362E-02     -0.12864911E-03     -0.47927044E-03      0.46919383E-04     -0.12246491E-03      0.11294240E-02      0.15639198E-02      0.13822131E-02     -0.18916924E-02
  1805.00      0.24848490E+01     -0.34170497E+01      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.45593186E-01     -0.45921359E+00      0.00000000E+00      0.00000000E+00     -0.13816873E+01     -0.57219037E+00     -0.82911412E-01      0.40668709E+00     -0.87528531E-01     -0.11483719E+00      0.52751353E+00     -0.52170589E+00     -0.96206497E-01      0.36790446E-01      0.44084121E+00     -0.55883880E+00     -0.32338228E-01     -0.30942138E-01      0.19921233E+00     -0.10488596E+00     -0.80605970E-01     -0.40501983E-01      0.46737854E-01     -0.16502292E+00      0.51734403E-03     -0.72033529E-02     -0.33484724E-01     -0.22357878E-01      0.19996068E-02      0.44690028E-02     -0.33068586E-01     -0.24630435E-01     -0.73359017E-04     -0.34500533E-02      0.43044874E-03     -0.98316782E-03     -0.60624313E-02      0.32463924E-02     -0.33643050E-02     -0.46077151E-02     -0.20066015E-03     -0.14033905E-02     -0.14525502E-03     -0.37272297E-03      0.16404406E-03      0.34025351E-02      0.66725878E-03     -0.27647389E-02     -0.13131884E-03     -0.50104041E-03      0.48026453E-04     -0.12863263E-03      0.11103944E-02      0.16206368E-02      0.13888294E-02     -0.19237785E-02
  1810.00      0.25030276E+01     -0.33404308E+01      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.51225193E-01     -0.46252704E+00      0.00000000E+00      0.00000000E+00     -0.13593514E+01     -0.57407586E+00     -0.93461868E-01      0.39986666E+00     -0.87685917E-01     -0.11801692E+00      0.54268636E+00     -0.50816306E+00     -0.97208949E-01      0.28849759E-01      0.44671546E+00     -0.55310785E+00     -0.33043761E-01     -0.31946432E-01      0.19960836E+00     -0.10239960E+00     -0.81808235E-01     -0.41478994E-01      0.46901775E-01     -0.16494674E+00      0.53624229E-03     -0.72568973E-02     -0.34276986E-01     -0.23270828E-01      0.23600863E-02      0.44791333E-02     -0.34072837E-01     -0.25657474E-01     -0.59864188E-04     -0.35153533E-02      0.44880892E-03     -0.10416817E-02     -0.62777380E-02      0.31933175E-02     -0.35632440E-02     -0.46993120E-02     -0.19990625E-03     -0.14469507E-02     -0.15548608E-03     -0.39538989E-03      0.80467963E-04      0.34662800E-02      0.59611838E-03     -0.27915624E-02     -0.13387299E-03     -0.52317789E-03      0.49128679E-04     -0.13504557E-03      0.10885594E-02      0.16773012E-02      0.13933401E-02     -0.19548457E-02
  1815.00      0.25207536E+01     -0.32611221E+01      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.57750740E-01     -0.46683144E+00      0.00000000E+00      0.00000000E+00     -0.13383588E+01     -0.57675327E+00     -0.10201064E+00      0.39426367E+00     -0.87723295E-01     -0.12122563E+00      0.55779971E+00     -0.49297946E+00     -0.97931232E-01      0.20892486E-01      0.45259843E+00     -0.54723321E+00     -0.33739701E-01     -0.32980312E-01      0.19996078E+00     -0.10017594E+00     -0.83015234E-01     -0.42477104E-01      0.47033389E-01     -0.16498401E+00      0.55408632E-03     -0.73073741E-02     -0.35064316E-01     -0.24204267E-01      0.27357001E-02      0.44984630E-02     -0.35085356E-01     -0.26719312E-01     -0.46005495E-04     -0.35794638E-02      0.46810002E-03     -0.11017050E-02     -0.64906411E-02      0.31356665E-02     -0.37628924E-02     -0.47939160E-02     -0.19884792E-03     -0.14905419E-02     -0.16604988E-03     -0.41885709E-03     -0.52496074E-05      0.35278512E-02      0.52153395E-03     -0.28176731E-02     -0.13630589E-03     -0.54566814E-03      0.50226449E-04     -0.14170650E-03      0.10639236E-02      0.17338388E-02      0.13957115E-02     -0.19848858E-02
  1820.00      0.25377305E+01     -0.31789440E+01      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.64560770E-01     -0.47071006E+00      0.00000000E+00      0.00000000E+00     -0.13167955E+01     -0.57789190E+00     -0.10885998E+00      0.38994702E+00     -0.87635509E-01     -0.12445761E+00      0.57271630E+00     -0.47602904E+00     -0.98355959E-01      0.12920634E-01      0.45853572E+00     -0.54115092E+00     -0.34423690E-01     -0.34045011E-01      0.20028868E+00     -0.98152336E-01     -0.84223490E-01     -0.43500606E-01      0.47189887E-01     -0.16507748E+00      0.57081400E-03     -0.73548526E-02     -0.35845841E-01     -0.25158617E-01      0.31261245E-02      0.45276227E-02     -0.36105860E-01     -0.27817254E-01     -0.31804043E-04     -0.36423596E-02      0.48836441E-03     -0.11632245E-02     -0.67008287E-02      0.30735763E-02     -0.39629211E-02     -0.48916489E-02     -0.19748619E-03     -0.15341337E-02     -0.17694802E-03     -0.44312868E-03     -0.92934473E-04      0.35871832E-02      0.44359862E-03     -0.28431519E-02     -0.13861291E-03     -0.56849589E-03      0.51319407E-04     -0.14861842E-03      0.10365075E-02      0.17901755E-02      0.13959303E-02     -0.20139031E-02
  1825.00      0.25536984E+01     -0.30937084E+01      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.71907418E-01     -0.47466849E+00      0.00000000E+00      0.00000000E+00     -0.12955422E+01     -0.57856986E+00     -0.11428668E+00      0.38696733E+00     -0.87421300E-01     -0.12770569E+00      0.58724007E+00     -0.45724029E+00     -0.98487567E-01      0.49541369E-02      0.46455375E+00     -0.53482001E+00     -0.35095257E-01     -0.35140470E-01      0.20059443E+00     -0.96331728E-01     -0.85434504E-01     -0.44550483E-01      0.47350966E-01     -0.16523933E+00      0.58636072E-03     -0.73994061E-02     -0.36620851E-01     -0.26133940E-01      0.35307770E-02      0.45673062E-02     -0.37134305E-01     -0.28952330E-01     -0.17289677E-04     -0.37040103E-02      0.50964592E-03     -0.12262199E-02     -0.69080669E-02      0.30072433E-02     -0.41630468E-02     -0.49926096E-02     -0.19582591E-03     -0.15776916E-02     -0.18817574E-03     -0.46820887E-03     -0.18243084E-03      0.36442274E-02      0.36238809E-03     -0.28680689E-02     -0.14078826E-03     -0.59164627E-03      0.52410196E-04     -0.15578631E-03      0.10063326E-02      0.18462347E-02      0.13939670E-02     -0.20418894E-02
  1830.00      0.25683168E+01     -0.30052058E+01      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.79751751E-01     -0.47858199E+00      0.00000000E+00      0.00000000E+00     -0.12745507E+01     -0.57873748E+00     -0.11853992E+00      0.38534270E+00     -0.87078111E-01     -0.13096308E+00      0.60115254E+00     -0.43654274E+00     -0.98320108E-01     -0.29948160E-02      0.47066853E+00     -0.52817439E+00     -0.35752922E-01     -0.36267192E-01      0.20088360E+00     -0.94698373E-01     -0.86646919E-01     -0.45629488E-01      0.47520990E-01     -0.16546042E+00      0.60066840E-03     -0.74411115E-02     -0.37388475E-01     -0.27130456E-01      0.39492213E-02      0.46181041E-02     -0.38170402E-01     -0.30125782E-01     -0.24849446E-05     -0.37643929E-02      0.53198537E-03     -0.12906681E-02     -0.71120531E-02      0.29368296E-02     -0.43629275E-02     -0.50968921E-02     -0.19386947E-03     -0.16211831E-02     -0.19973337E-03     -0.49409711E-03     -0.27355869E-03      0.36989266E-02      0.27800923E-03     -0.28925068E-02     -0.14282895E-03     -0.61510056E-03      0.53498039E-04     -0.16321160E-03      0.97343021E-03      0.19019405E-02      0.13898184E-02     -0.20688543E-02
  1835.00      0.25811919E+01     -0.29132002E+01      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.88074530E-01     -0.48239011E+00      0.00000000E+00      0.00000000E+00     -0.12538481E+01     -0.57844661E+00     -0.12184934E+00      0.38507442E+00     -0.86603889E-01     -0.13422313E+00      0.61420347E+00     -0.41389734E+00     -0.97850293E-01     -0.10912020E-01      0.47687885E+00     -0.52114279E+00     -0.36395308E-01     -0.37425680E-01      0.20116028E+00     -0.93240331E-01     -0.87859824E-01     -0.46740028E-01      0.47701336E-01     -0.16573507E+00      0.61365067E-03     -0.74800181E-02     -0.38147897E-01     -0.28148477E-01      0.43808724E-02      0.46807012E-02     -0.39213935E-01     -0.31339108E-01      0.12563002E-04     -0.38234610E-02      0.55543811E-03     -0.13565629E-02     -0.73125250E-02      0.28625151E-02     -0.45622170E-02     -0.52046319E-02     -0.19162698E-03     -0.16645733E-02     -0.21160864E-03     -0.52081208E-03     -0.36610689E-03      0.37512003E-02      0.19056081E-03     -0.29165349E-02     -0.14472319E-03     -0.63885461E-03      0.54590034E-04     -0.17090557E-03      0.93785875E-03      0.19571899E-02      0.13834439E-02     -0.20947664E-02
  1840.00      0.25918527E+01     -0.28174465E+01      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.96849906E-01     -0.48602749E+00      0.00000000E+00      0.00000000E+00     -0.12334493E+01     -0.57773995E+00     -0.12440336E+00      0.38614911E+00     -0.85996414E-01     -0.13747843E+00      0.62610371E+00     -0.38929603E+00     -0.97074868E-01     -0.18777062E-01      0.48316184E+00     -0.51364994E+00     -0.37020808E-01     -0.38616370E-01      0.20143193E+00     -0.91943651E-01     -0.89071506E-01     -0.47885067E-01      0.47895453E-01     -0.16605544E+00      0.62517064E-03     -0.75160958E-02     -0.38898109E-01     -0.29188335E-01      0.48250817E-02      0.47558430E-02     -0.40264220E-01     -0.32594075E-01      0.27757167E-04     -0.38810978E-02      0.58006995E-03     -0.14239116E-02     -0.75090857E-02      0.27844600E-02     -0.47603469E-02     -0.53160628E-02     -0.18912615E-03     -0.17077982E-02     -0.22376688E-03     -0.54839978E-03     -0.45970358E-03      0.38008693E-02      0.10023412E-03     -0.29402284E-02     -0.14644734E-03     -0.66291663E-03      0.55706186E-04     -0.17889825E-03      0.89977570E-03      0.20117863E-02      0.13747783E-02     -0.21195299E-02
  1845.00      0.25997138E+01     -0.27176563E+01      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.10603209E+00     -0.48943359E+00      0.00000000E+00      0.00000000E+00     -0.12133534E+01     -0.57665230E+00     -0.12638975E+00      0.38852298E+00     -0.85258632E-01     -0.14071922E+00      0.63655759E+00     -0.36280089E+00     -0.95982593E-01     -0.26592541E-01      0.48948054E+00     -0.50562673E+00     -0.37627829E-01     -0.39839715E-01      0.20169710E+00     -0.90802975E-01     -0.90274148E-01     -0.49072205E-01      0.48101751E-01     -0.16641668E+00      0.63638248E-03     -0.75510190E-02     -0.39638460E-01     -0.30250063E-01      0.52828457E-02      0.48414374E-02     -0.41325073E-01     -0.33887713E-01      0.44123890E-04     -0.39386784E-02      0.60556860E-03     -0.14921976E-02     -0.77033605E-02      0.27032619E-02     -0.49604057E-02     -0.54289233E-02     -0.18603009E-03     -0.17512870E-02     -0.23668763E-03     -0.57618218E-03     -0.55693696E-03      0.38498657E-02      0.60041539E-05     -0.29637741E-02     -0.14829924E-03     -0.68687520E-03      0.56557946E-04     -0.18678051E-03      0.85755943E-03      0.20674406E-02      0.13647952E-02     -0.21447209E-02
  1850.00      0.26041236E+01     -0.26135991E+01      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.11563572E+00     -0.49261867E+00      0.00000000E+00      0.00000000E+00     -0.11936316E+01     -0.57529381E+00     -0.12808614E+00      0.39219649E+00     -0.84383107E-01     -0.14394498E+00      0.64532447E+00     -0.33456110E+00     -0.94594007E-01     -0.34318735E-01      0.49578630E+00     -0.49702370E+00     -0.38214904E-01     -0.41095782E-01      0.20196041E+00     -0.89809253E-01     -0.91479288E-01     -0.50292373E-01      0.48321574E-01     -0.16682262E+00      0.64472084E-03     -0.75815806E-02     -0.40367711E-01     -0.31334130E-01      0.57500892E-02      0.49436130E-02     -0.42387980E-01     -0.35230686E-01      0.59448347E-04     -0.39932998E-02      0.63272547E-03     -0.15624211E-02     -0.78913661E-02      0.26183368E-02     -0.51551163E-02     -0.55481065E-02     -0.18305584E-03     -0.17940643E-02     -0.24936386E-03     -0.60557407E-03     -0.65194889E-03      0.38940934E-02     -0.89723745E-04     -0.29870163E-02     -0.14964895E-03     -0.71153898E-03      0.57749770E-04     -0.19541022E-03      0.81469518E-03      0.21203968E-02      0.13514458E-02     -0.21670867E-02
  1855.00      0.26041983E+01     -0.25049540E+01      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.12558354E+00     -0.49548874E+00      0.00000000E+00      0.00000000E+00     -0.11742291E+01     -0.57363454E+00     -0.12950972E+00      0.39709475E+00     -0.83373778E-01     -0.14714270E+00      0.65202092E+00     -0.30467860E+00     -0.92891266E-01     -0.41948919E-01      0.50198277E+00     -0.48776860E+00     -0.38780102E-01     -0.42385084E-01      0.20222460E+00     -0.88954691E-01     -0.92674010E-01     -0.51557318E-01      0.48557045E-01     -0.16726326E+00      0.65199434E-03     -0.76103026E-02     -0.41084903E-01     -0.32440896E-01      0.62287938E-02      0.50587092E-02     -0.43458339E-01     -0.36618211E-01      0.75326359E-04     -0.40470860E-02      0.66103293E-03     -0.16337955E-02     -0.80756332E-02      0.25304609E-02     -0.53492996E-02     -0.56700847E-02     -0.17968027E-03     -0.18368052E-02     -0.26253677E-03     -0.63552911E-03     -0.74876087E-03      0.39365256E-02     -0.18853156E-03     -0.30102103E-02     -0.15095702E-03     -0.73628105E-03      0.58834327E-04     -0.20415431E-03      0.76869053E-03      0.21733157E-02      0.13362578E-02     -0.21890605E-02
